,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Lagerung,Eigenschaften,Kann Spuren enthalten von ,Ballaststoffe,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Beschreibung,Ursprungsland,Natrium,Abtropfgewicht,Frischegarantie (mindestens),Variables Gewicht,Produktgewicht,Bruttogewicht,*,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Gille anzeigen,Alkoholgehalt,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Dovgan anzeigen,
126,Dovgan Pelmeni mit Putenfleisch,"3,29€","Taschki Pelmeni mit Putenfleisch 500g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48103-dovgan-dovgan-pelmeni-mit-putenfleisch/,https://bilder.kolonial.no/local_products/ed6be225-4087-4d40-b4f0-c426187cbf4c.jpg?auto=format&fit=max&w=903&s=263b9abec2384b526543b549957e689c,1.10 g,11 g,0.50 g,24 g,3.60 g,11 g,1010 kJ / 241 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Deutschland,"32% zerkleinertes Putenfleisch, WEIZENMEHL, Wasser, HARTWEIZENGRIEß, Zwiebeln, Salz, Rapsöl, Pfeffer. ",500 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,1 g,,,,,,,,,,,,,,,,,
127,Dovgan Pelmeni mit Schweinefleisch,"3,29€","Pelmeni, Gefüllt mit 45% Gewürzter Schweinefleischfüllung, Tiefgekühlt, 500 g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48104-dovgan-dovgan-pelmeni-mit-schweinefleisch/,https://bilder.kolonial.no/local_products/d596932c-da5b-4944-84ec-41e35e22572a.jpg?auto=format&fit=max&w=903&s=6e39e658932e5b283acdc67fd614f8fb,0.95 g,9.20 g,0.50 g,25 g,5 g,11 g,1000 kJ / 239 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Deutschland,"32% zerkleinertes Schweinefleisch, WEIZENMEHL, Wasser, HARTWEIZENGRIEß, Zwiebeln, Salz, Rapsöl, Pfeffer. ",500 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,1.40 g,,,,,,,,,,,,,,,,,
128,Dovgan Plombir Eis Vanille aus Litauen,"3,29€","Eiskrem mit Vanillegeschmack im Waffelbecher 1fach 780 ml , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48105-dovgan-dovgan-plombir-eis-vanille-aus-litauen/,https://bilder.kolonial.no/local_products/84a3d665-bd72-44cc-9756-3b6c07ff0c9a.jpg?auto=format&fit=max&w=800&s=2d127807a47df80f9a79e67398481977,0.20 g,4.40 g,13 g,26 g,7.80 g,13 g,998 kJ / 239 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",,"50% VOLLMILCH, Zucker, Wasser, 7% Waffel (Wasser, WEIZENMEHL, Maisstärke, Rapsöl, SOJAPROTEINKONZENTRAT, Zucker, Emulgator: SOJALECITHINE, Backtriebmittel: Natriumcarbonate, Speisesalz), BUTTER, BUTTERREINFETT, MILCHEIWEIß, Glukose-Fruktose-Sirup, MAGERMILCHPULVER, Emulgator: Mono- und Diglyceride von Speisefettsäuren, Stabilisator: Johannisbrotkernmehl, Verdickungsmittel: Guarkernmehl, Carrageen; Aroma. ",130 Milliliter,täglich,Internationale Vielfalt,Osteuropa,oda,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,"Eier, Erdnüsse, Nüssen.",0.07 g,,,,Litauen,,,,,,,,,,,,,
129,Herr Edelmann Ajvar scharf,"1,95€","Wunderbar sämig und gemüsig – beim Ajvar von Herrn Edelmann schmeckt man die vielen Sonnenstunden, durch die Paprika der Sorte Kapija und Auberginen ihr ganzes Aroma entfalten. Das milde Klima auf dem Balkan und der fruchtbare Mutterboden geben dem Gemüse den extra Geschmackskick. Für Herr Edelmann Ajvar werden aromatische, sonnensüße Paprika und Auberginen frisch vom Feld mit Gewürzen und Pfefferoni eingekocht. Der hohe Fruchtanteil gibt dem Ajvar eine angenehm mollige Konsistenz auf dem Teller. , Huberti GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42669-herr-edelmann-herr-edelmann-ajvar-scharf/,https://bilder.kolonial.no/local_products/cb0c76d6-8ecb-45c7-ba35-17f8984442d9.jpg?auto=format&fit=max&w=639&s=8b025bac743ab725c821c1746a5601ac,1.50 g,1 g,7.50 g,7.50 g,4.60 g,4.60 g,377 kJ / 90 kcal,"Huberti GmbH, Dorfstraße 61, 40667 Meerbusch, Deutschland",,"Paprika 82%, Auberginen 8%, Pfefferoni, Sonnenblumenöl, Zucker, Meersalz, Knoblauch, Branntweinessig, Gewürze.",370 Milliliter,täglich,Internationale Vielfalt,Osteuropa,oda,,,,,,,,,,,,,,,,,,,,,
130,Herr Edelmann Ajvar mild,"1,95€","Wunderbar sämig und gemüsig – beim Ajvar von Herrn Edelmann schmeckt man die vielen Sonnenstunden, durch die Paprika der Sorte Kapija und Auberginen ihr ganzes Aroma entfalten. Das milde Klima auf dem Balkan und der fruchtbare Mutterboden geben dem Gemüse den extra Geschmackskick. Für Herr Edelmann Ajvar werden aromatische, sonnensüße Paprika und Auberginen frisch vom Feld mit Gewürzen eingekocht. Ohne Geschmacksverstärker, ohne Konservierungsstoffe, ohne Farb- und Aromastoffe. , Huberti GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42683-herr-edelmann-herr-edelmann-ajvar-mild/,https://bilder.kolonial.no/local_products/cfeacd8a-a969-4fbc-9011-5b912afa18a3.jpg?auto=format&fit=max&w=637&s=adcea89e6312b1bad6d3a1ae31095dea,1.50 g,1 g,7.50 g,7.50 g,4.60 g,4.60 g,377 kJ / 90 kcal,"Huberti GmbH, Dorfstraße 61, 40667 Meerbusch, Deutschland",,"Paprika 86%, Auberginen 8%, Sonnenblumenöl, Zucker, Meersalz, Pfefferoni, Knoblauch, Branntweinessig, Gewürze.",370 Milliliter,täglich,Internationale Vielfalt,Osteuropa,oda,,,,,,,,,,,,,,,,,,,,,
131,Dovgan Buchweizen,"4,39€","Buchweizen, 1000 g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/36028-dovgan-dovgan-buchweizen/,https://bilder.kolonial.no/produkter/26d9c31c-fc26-45f5-974e-75eb1ef41af7.jpeg?auto=format&fit=max&w=682&s=6a2f626562826e83475a80add1622da1,0.04 g,13 g,2 g,71 g,0.60 g,2.90 g,1542 kJ / 364 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Litauen,"Buchweizen, geschält und geröstet",1 Kilogramm,täglich,Internationale Vielfalt,Osteuropa,oda,,,Gluten.,0.80 g,,,,,,,,,,,,,,,,,
132,Kucharek Würzmischung mit Gemüse,"1,09€","Kucharek Würzmischung 200g , Prymat Sp. z o.o hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52290-kucharek-kucharek-wurzmischung-mit-gemuse/,https://bilder.kolonial.no/local_products/c7894d00-bc05-412c-9f13-540e35567781.jpg?auto=format&fit=max&w=600&s=bc092b1f1b9ba60ef0674cd29d2d173c,58.90 g,7.90 g,16 g,25 g,0.10 g,0.40 g,608 kJ / 144 kcal,Prymat Sp. z o.o,Polen,"Salz, 15,5% getrocknetes Gemüse in veränderlichen Gewichtsanteilen (Karotten, Pastinaken, Kartoffeln, Zwiebeln, SELLERIE, Porree, Weißkohl, Wurzelpetersilie, Tomaten, Knoblauch, Paprika), 0,5% Petersilie, Geschmacksverstärker: Mononatriumglutamat, Dinatrium-5′-ribonucleotid; Zucker, Stärke, 0,2% schwarzer Pfeffer, Farbstoff: Riboflavine. Das Produkt kann Spuren von SENF, EIER, MILCH, SOJA und GLUTENHALTIGEM GETREIDE enthalten. ",200 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,,,"Gluten, Eier, Sojabohnen, Milch, Senf.",,,,,,,,,,,,,,,,,,
133,Dovgan Kondensmilch gezuckert,"1,99€","DOVGAN Gezuckerte Kondensmilch wärmebehandelt, 8% Fett, 20% fettfreie Milchtrockenmasse, dickflüssig 397g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/41106-dovgan-dovgan-kondensmilch-gezuckert/,https://bilder.kolonial.no/local_products/51d89b42-c0b3-4f40-a763-0c8181cbce37.jpg?auto=format&fit=max&w=1000&s=8460170d17dd3155d66d9bec64b988cf,6.90 g,56.40 g,56.40 g,5.40 g,8 g,1372 kJ / 325 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Niederlande,"VOLLMILCH, 45% ZuckerVollmilch, 45% Zucker ",397 Gramm,täglich,,Internationale Vielfalt,Osteuropa,oda,,,,,,,,,,,,,,,,397 grams,any day,,,0.23 g,
134,Larsen MSC Dorschleber in eigenem Saft und Öl,"1,95€","LARSEN Dorschleber in eigenem Saft und Öl 121g MSC, durch Sterilisationsvorgang, geringe Umwandlung von Fischleber in Öl , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52331-larsen-larsen-msc-dorschleber-in-eigenem-saft-und/,https://bilder.kolonial.no/local_products/96557240-a1bb-4b18-b692-3118b189b565.jpg?auto=format&fit=max&w=369&s=5b8d6bff5640fb7fbcd4c5bf599e2df7,0.98 g,5.80 g,0 g,0 g,9.50 g,56 g,2182 kJ / 530 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Island,"DORSCHLEBER (99%), Speisesalz. ",121 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,,,,,,,,,,,,,,,,,,,,,
135,Dovgan Riga Sprotten in Rapsöl,"1,75€","DOVGAN Riga Sprotten in Rapsöl 160g mit transparentem Deckel , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52316-dovgan-dovgan-riga-sprotten-in-rapsol/,https://bilder.kolonial.no/local_products/a2cc75cc-56fe-4fd1-bcda-2f3bd600f877.jpg?auto=format&fit=max&w=800&s=f2d87c08a78fdc86727099508c6cb3e4,0.70 g,11 g,0 g,0 g,8.80 g,44 g,1814 kJ / 440 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Litauen,"70% SPROTTEN, Rapsöl, Salz, Rauch. ",160 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,,,,,,,,,,,,,,,,,,,,,
136,CMAK Sonnenblumenkerne in Schale geröstet und gesalzen,"2,29€","Cmak Sonnenblumenkerne geröstet und gesalzen 300 g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55253-cmak-cmak-sonnenblumenkerne-in-schale-gerostet-und/,https://bilder.kolonial.no/local_products/5b452d49-1964-4a7c-8237-996cffe9d799.jpg?auto=format&fit=max&w=600&s=1815cd7ccb3a1c5851d6bbe46000fc64,2.50 g,18 g,2.60 g,9.40 g,7.50 g,61 g,2773 kJ / 671 kcal,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Moldawien,"Sonnenblumenkerne, Speisesalz, Kartoffelstärke. Das Produkt kann Spuren von ERDNÜSSEN und SCHALENFRÜCHTEN (NÜSSEN) enthalten. ",300 Gramm,täglich,Internationale Vielfalt,Osteuropa,oda,,,"Erdnüsse, Nüssen.",6.30 g,,,,,,,,,,,,,,,,,
137,Schwälbchen KÖRFEZ Ayran türkische Art,"0,99€","KÖRFEZ AYRAN frisch original türkische Art 500G , Schwalbchen Molkerei hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44062-korfez-schwalbchen-korfez-ayran-turkische-art/,https://bilder.kolonial.no/local_products/da8f6022-7903-4051-9e80-e9597cc1947b.jpg?auto=format&fit=max&w=629&s=2d47c8abcf904185accd7008021f704b,0.75 g,1.70 g,2.60 g,2.60 g,1.20 g,1.90 g,143 kJ / 34 kcal,"Schwalbchen Molkerei, Bahnhofstraße 38, 65307 Bad Schwalbach, Deutschland",Deutschland,"JOGHURT (55%), MILCHPERMEAT, Wasser, Jodsalz ",500 Milliliter,täglich,Internationale Vielfalt,Orientalisch,oda,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,6 Tage,,,,,,,,,,
138,Parmak Sucuk gereift,"2,99€","Parmak Sucuk gereift , Meemken Wurstwaren GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45191-parmak-parmak-sucuk-gereift-halal/,https://bilder.kolonial.no/local_products/a514fcb1-af7a-4851-a1bd-059dfb2a0244.jpg?auto=format&fit=max&w=662&s=cd05b309b158a7b280362c7cdc58d99d,2.80 g,18 g,0.50 g,0.70 g,16 g,33 g,1539 kJ / 372 kcal,"Meemken Wurstwaren GmbH & Co. KG, Im alten Haferland 6, D-26169 Gehlenberg, Deutschland",,"Rindfleisch, Rinderfleischfett, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit), Gewürze, Dextrose, Geschmacksverstärker: Mononatriumglutamat; Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; Säuerungsmittel: Citronensäure; Reifekulturen. Es können Spuren von Pute enthalten sein. 100g Fertigprodukt werden aus 103g Rindfleisch hergestellt.",200 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,,,,,Deutschland,,,,,,,,,,,,,
139,Kamar Parmak Sucuk,"3,99€","Parmak Sucuk , Meemken Wurstwaren GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47393-kamar-kamar-parmak-sucuk-halal/,https://bilder.kolonial.no/local_products/edd844ef-6968-4a0c-93a2-66fb60397c7d.jpg?auto=format&fit=max&w=637&s=65ad56fdafadbdd2cd90b4ed1ebba8e1,2.80 g,18 g,0.50 g,0.70 g,16 g,33 g,1539 kJ / 372 kcal,"Meemken Wurstwaren GmbH & Co. KG, Im alten Haferland 6, D-26169 Gehlenberg, Deutschland",,"Rindfleisch, Rinderfleischfett, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit), Gewürze, Dextrose, Geschmacksverstärker: Mononatriumglutamat; Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; Säuerungsmittel: Citronensäure; Reifekulturen. Es können Spuren von Pute enthalten sein. 100g Fertigprodukt werden aus 103g Rindfleisch hergestellt.",350 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,,,,,Deutschland,,,,,,,,,,,,,
140,Pide Fladenbrot,"1,69€","Traditionelles, türkisches Weizenbrot. Typisch ist die flache Fladenform und die sehr weiche, lockere Krume. Die Bestreuung mit Sesam und Kümmel gibt eine zusätzliche geschmackliche Note. , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42193-pide-pide-fladenbrot/,https://bilder.kolonial.no/local_products/20d9b12f-04ee-4629-8c56-91cafd07af08.jpg?auto=format&fit=max&w=994&s=72301f1af3464dd06ec32393374ad5ce,1.40 g,8.30 g,2.90 g,2.90 g,1.80 g,1.80 g,1048 kJ / 250 kcal,"Harry-Brot GmbH, 22859 Schenefeld",Deutschland,"WEIZENmehl, Wasser, Hefe, Salz, Ackerbohnenmehl, SESAM, Schwarzkümmel, Säureregulator Natriumacetate, Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren¹, Stabilisator Guarkernmehl, WEIZENeiweiß, Dextrose, Rapsöl.
¹pflanzlicher Ursprung
Kann Spuren von SOJA und MILCH enthalten. ",500 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,"Sojabohnen, Milch.",,,,,,,,6 Tage,,,,,,,,,,
141,Mestemacher Pita Weizen-Brottaschen 6er,"2,29€","Via Internet wächst die Welt zusammen - auch geschmacklich. Südländische Weizenspezialitäten wie Pita-Brote bieten wir in bester Qualität an.

unter Schutzatmosphäre verpackt. , MESTEMACHER GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44954-mestemacher-mestemacher-pita-weizen-brottaschen-6e/,https://bilder.kolonial.no/local_products/affa9bd0-b0d3-4e1d-bb49-46573923a6a4.jpg?auto=format&fit=max&w=963&s=838b0af38d77836b615c0b228e52312b,1.40 g,7.80 g,2.20 g,51.90 g,0.30 g,1.10 g,1085 kJ / 256 kcal,"MESTEMACHER GmbH, Postfach 2451 , 33254 Gütersloh, Deutschland",Deutschland,"WEIZENMEHL (73%), Wasser, Jodsalz (Salz, Kaliumjodat), Hefe, Branntweinessig, Zucker, WEIZENMALZMEHL. ",400 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,3.70 g,,,,,,,,,,,,,,,,,
142,Mestemacher Kebab Brot,"2,39€","Weizenfladenbrote für Döner Kebab. Ideal für den Döner Kebab Imbiss mit geschnetzeltem Fleisch, Salat, Zwiebeln und einer Soße nach Wahl. Delikat auch als Beilage zu Salat. Pizza ist out? Dann versammeln Sie Ihre Familie in der Küche und bereiten Sie sich mit unserem Kebab Brot Ihren Kebab nach Wunsch zu. Ob traditionell, vegetarisch oder vegan. Unser Kebab Brot ist frei von tierischen Erzeugnissen.

unter Schutzatmosphäre verpackt , MESTEMACHER GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53095-mestemacher-mestemacher-kebab-brot/,https://bilder.kolonial.no/local_products/69f05b8e-5970-4cfc-bea6-444ee1a92bec.jpg?auto=format&fit=max&w=1000&s=83bd0b8308dcd5a840eab792c7b2405e,0.84 g,8.40 g,1.90 g,48.50 g,0.20 g,1 g,1030 kJ / 243 kcal,"MESTEMACHER GmbH, Postfach 2451 , 33254 Gütersloh, Deutschland",Deutschland,"WEIZENMEHL, Wasser, Hefe, Salz, Zucker, Branntweinessig. ",400 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,3 g,,,,,,,,,,,,,,,,,
143,BIO COMPANY Bio Dattelsirup,"2,59€","Das natürliche Süßmittel aus Datteln mit seinem fruchtigen Eigengeschmack eignet sich zum Süßen von Backwaren, Desserts, Getränken und Joghurt, aber auch zum Abrunden pikanter Gerichte. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52773-bio-company-bio-company-bio-dattelsirup/,https://bilder.kolonial.no/local_products/4883d604-83d6-41ca-9543-948508880f7c.jpg?auto=format&fit=max&w=450&s=4cdde3fe72b2f23052dae08e802e019e,0.20 g,1.50 g,70 g,70 g,,0 g,1191 kJ / 285 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,"Datteln* (79 %), Wasser",250 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,,,,,,,,,,,,,,,,,,,
144,"BIO COMPANY Bio Tahin, weiss","3,49€","Aus 100 % geschältem und sanft geröstetem Sesam, eignet sich hervorragend als Salatdressing mit Zitrone oder als wesentliche Zutat in Hummus, schmackhaft auch als Brotaufstrich mit Honig. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52492-bio-company-bio-company-bio-tahin-weiss/,https://bilder.kolonial.no/local_products/eb4aa0a3-911c-4f67-9233-8053c543830a.jpg?auto=format&fit=max&w=450&s=dae0bf8a854e6cd79825fa885b61bdf7,0.01 g,22 g,0.60 g,5.60 g,,57 g,2673 kJ / 647 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,SESAM* geschält und geröstet ,250 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,"Erdnüsse, Nüssen.",12 g,,,,,,,,,,,,,,,,,
145,"BIO COMPANY Bio Tahin, braun","2,99€","Aus 100 % ungeschältem und sanft geröstetem Sesam, eignet sich hervorragend als Salatdressing mit Zitrone oder als wesentliche Zutat in Hummus, schmackhaft auch als Brotaufstrich mit Honig. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52493-bio-company-bio-company-bio-tahin-braun/,https://bilder.kolonial.no/local_products/040e598e-074a-4095-abe7-9706c6319632.jpg?auto=format&fit=max&w=450&s=0f9eba569af16a8487a9516b15fbda4e,0.01 g,26 g,0.70 g,4.10 g,,58 g,2721 kJ / 658 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,SESAM* geröstet ,250 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,"Erdnüsse, Nüssen.",7.90 g,,,,,,,,,,,,,,,,,
146,BIO COMPANY Bio Bulgur,"1,99€","Bulgur ist schnell zubereitet und kann für viele verschiedene Gerichte verwendet werden, wie z.B. Salate, Aufläuf, Süßspeisen oder einfach nur als Beilage. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52799-bio-company-bio-company-bio-bulgur/,https://bilder.kolonial.no/local_products/6498a89b-0ec4-4bb5-a36f-26fd97174b78.jpg?auto=format&fit=max&w=450&s=cc55147629b919323153ac8d48616fcd,0.01 g,9 g,0.80 g,69 g,,1 g,1443 kJ / 341 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,BULGUR* (HARTWEIZEN) ,500 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,"Sojabohnen, Nüssen, Sesamsamen.",10 g,,,,,,,,,,,,,,,,,
147,BIO COMPANY Bio Garam Masala,"2,89€","Garam Masala ist eine traditionelle Gewürzmischung  der indischen Küche, bestehend aus typischen Gewürzen, wie beispielsweise Koriander, Kurkuma, Zimt und Nelken. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/57039-bio-company-bio-company-bio-garam-masala/,https://bilder.kolonial.no/local_products/64933d17-aba2-47a5-a24f-125999ea0aa6.jpg?auto=format&fit=max&w=1000&s=386fd10179ba1bd2a1c2ed68207be06b,0.20 g,10.40 g,38.40 g,44.50 g,,11.90 g,1510 kJ / 361 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,"Pfeffer* schwarz, Zimt*, Koriander*, Nelken*, Kümmel*, Chili*, Cumin*, Kurkuma*, Muskatnuss*.",45 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,"Erdnüsse, Sojabohnen, Milch, Sellerie, Senf, Sesamsamen.",17.20 g,,,,,,,,,,,,,,,,,
148,BIO COMPANY Bio Ras el Hanout,"2,89€","Ras el Hanout ist eine Gewürzmischung, die im Maghreb ihren Ursprung hat und unter anderem Kurkuma, Koriander, Chili und Bockshornkleesaat enthält. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/57021-bio-company-bio-company-bio-ras-el-hanout/,https://bilder.kolonial.no/local_products/d7aab2b3-fc63-47ac-be13-9100598b67ad.jpg?auto=format&fit=max&w=1000&s=5ddfe9e3d6cc07129272be64aab29f32,5 g,10.90 g,36.90 g,40.90 g,,12.80 g,1465 kJ / 350 kcal,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,"Kurkuma*, Koriander*, Chili*, Fenchel*, Knoblauch*, Salz, Cumin*, Bockshornkleesaat*, Pfeffer schwarz*, Ingwer*.",50 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,"Erdnüsse, Sojabohnen, Milch, Sellerie, Senf, Sesamsamen.",13.90 g,,,,,,,,,,,,,,,,,
149,Ostmann Safran gemahlen,"3,75€"," , Ostmann Gewürze GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50107-ostmann-ostmann-safran-gemahlen/,https://bilder.kolonial.no/local_products/d0dad6c2-2b53-45c5-89de-d3e6a7e9a371.png?auto=format&fit=max&w=705&s=046b22c31e9bead92ab2a6dba9b71c49,,,,,,,,"Ostmann Gewürze GmbH, Dieter-Fuchs-Straße 10, 49201 Dissen a.T.W., Deutschland",,Safran.,"0,10 Gramm",täglich,Internationale Vielfalt,Orientalisch,oda,,,,,,,,,,,,,,,,,,,,,
150,"Bio Datteln Medjoul, mit Stein","3,29€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/54494-bio-datteln-medjoul-mit-stein/,https://bilder.kolonial.no/local_products/1b60e665-653b-4825-924a-85ffbd8d7324.jpg?auto=format&fit=max&w=1000&s=a6ed851ce77da1e245110f620bc809e7,,,,,,,,,,,150 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,Bio-Produkt,,,,,,"USA, Israel",,,,,,,,,,,,,"Für die Angaben wird keine Haftung übernommen. Bitte beachten Sie die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich. Das Produktdesign kann von der Abbildung abweichen."
151,"Datteln Deglet Nour, entsteint","1,49€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/56279-datteln-deglet-nour-entsteint/,https://bilder.kolonial.no/local_products/1d0b2504-afb6-4d5c-883c-6fa50648dea0.png?auto=format&fit=max&w=750&s=9406bff8525d92b6d9bb287779cc625e,,,,,,,,KÖLLA GmbH & Co KG,Tunesien,,200 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,,,,,,,,,,,,,,,,,,
152,"Datteln Medjoul, mit Stein","3,19€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/56280-alinda-datteln-medjoul-mit-stein/,https://bilder.kolonial.no/local_products/e140e1f1-0ee2-407c-8fc7-0f0702579f63.png?auto=format&fit=max&w=1000&s=0b38649fa652d3d7551c6763ee59ea43,,,,,,,,KÖLLA GmbH & Co KG,Jordanien,,200 Gramm,täglich,Internationale Vielfalt,Orientalisch,oda,,,,,,,,,,,,,,,,,,,,,
