,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Pfand,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Frischegarantie (mindestens),Gekühlt (+2 bis +7°C) mind. haltbar bis,Eigenschaften,Ursprungsland,Informationen zum Angebot,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,davon Stärke,Beschreibung,Hinweis zur Frischegarantie,Einfach ungesättigte Fettsäuren,EInlage Currywurstscheiben,Bruttogewicht,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,Hinweis,davon Polyole,mehrfach ungesättigte Fettsäuren
347,Garden Gourmet Vegetar. Filet-Streifen,"3,19€","Die toppen volle Töpfe. Die vegetarischen Filet-Streifen sind vorgegrillt und mit einer zart-rauchigen Geschmacksnote verfeinert. Eintöpfe oder Currys bekommen so die Extraportion Grill-Feeling. Übrigens auch ein Tip-Top-Topping für Salate. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50537-garden-gourmet-garden-gourmet-vegetar-filet-streif/,https://bilder.kolonial.no/local_products/65eb3213-fb64-4672-ad50-923872c59089.jpg?auto=format&fit=max&w=1000&s=10ae8600e58e134f47b4ef3c57f03ad6,1.30 g,24.50 g,,2.10 g,2.10 g,11 g,11 g,944 kJ / 226 kcal,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",,,"Trinkwasser, 15,6 % SOJAPROTEIN, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), 9,4% WEIZENPROTEIN, Apfelmark, HÜHNEREI-Eiweißpulver, Hefeextrakt, Branntweinessig, Gewürze (Zwiebelpulver, Knoblauch, schwarzer Pfeffer), Maisstärke, Speisesalz, Zitronenfasern, natürliches Aroma, Säureregulator (Kaliumhydroxid). Kann SESAM, SELLERIE und SENF enthalten. ",175 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,6 Tage,,,,,,,,,,,,,,,,,
348,Garden Gourmet Sensational Burger,"2,97€","Garden Gourmet präsentiert: ""The Sensational Burger""! Unglaublich saftig, unglaublich zart und dabei komplett pflanzlich. Ohne Kompromisse - für ein unglaubliches Geschmackserlebnis. So veggie, so lecker! , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44544-garden-gourmet-garden-gourmet-sensational-burger/,https://bilder.kolonial.no/local_products/db03cde0-1c1c-44ad-b55d-9356b27bd34c.jpg?auto=format&fit=max&w=1000&s=38d352559c9a76541697d3c6281b6ca5,0.84 g,14.40 g,,1.30 g,1.30 g,13.30 g,13.30 g,817 kJ / 195 kcal,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",Deutschland,,"Trinkwasser, 19% konzentriertes SOJAEIWEIß, pflanzliche Öle (Raps, Kokosnuss), natürliche Aromen, 1,7% WEIZENEIWEIß, Stabilisator (Methylcellulose), Branntweinessig, Frucht- und Pflanzenkonzentrate (Rote Beete, Karotte, Paprika, Schwarze Johannisbeere), Salz, GERSTENMALZEXTRAKT. Unter Schutzatmosphäre verpackt. Kann EI, SESAM, SELLERIE und SENF enthalten. ",226 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,4 Tage,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,,,,,,
349,Matthews Hähnchen- Filetstreifen,"2,69€","Hähnchen-Filetstreifen gebraten , Bernard Matthews Oldenburg GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42938-matthews-matthews-hahnchen-filetstreifen/,https://bilder.kolonial.no/local_products/902ccebe-a7d3-4c62-bd9e-594ec26e23ea.jpg?auto=format&fit=max&w=631&s=bc98ce480b69edb54c8327fb8c498798,3 g,22 g,,1.80 g,3 g,0.40 g,4 g,573 kJ / 136 kcal,"Bernard Matthews Oldenburg GmbH, Wilhelmshavener Heerstraße 100, D-26125 Oldenburg, Deutschland",Deutschland,,"90% Hähnchenfilet, Reismehl, Speisesalz, Rapsöl, Dextrose, Gewürzextrakte, Stabilisatoren (Natriumlactat, Natriumacetate,
Triphosphate). Kann Spuren von GLUTEN, MILCH, SELLERIE und SENF enthalten. ",125 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,"Gluten, Milch, Sellerie, Senf.",,,,,,,,,,,
350,Mirontell Geflügelfrikadelle,"2,75€","Geflügel-Frikadelle. Kalt oder warm - immer ein Genuss. , mirontell fein & frisch AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45491-mirontell-mirontell-geflugelfrikadelle/,https://bilder.kolonial.no/local_products/5205ca55-7e08-48b9-b5fb-e3246ba54a2b.jpg?auto=format&fit=max&w=1000&s=26bde00c63f38a92427bbbebe9a79e1e,1.70 g,12.40 g,,0.60 g,0.60 g,14.10 g,14.10 g,933 kJ / 223 kcal,"mirontell fein & frisch AG, Zum Kiesberg 8, 14979 Großbeeren, Deutschland",Deutschland,,"Geflügelfleisch 70% (Puten- und Hähnchenfleisch), Geflügelfett (Pute und Hähnchen), Zwiebeln, Paniermehl (WEIZENMEHL, Salz, Hefe), HÜHNEREIEIWEIß, Trinkwasser, Reis, Senf (Trinkwasser, SENFMEHL, Branntweinessig, Speisesalz, Gewürze, Gewürzextrakte), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Speisesalz. Unter Schutzatmosphäre verpackt. ",250 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,5 Tage,,,,,,,,,,,,,,,,,
351,Jeden Tag Frikadellen 5x100g,"3,49€","Frikadellen, verzehrfertig gebraten, Spitzenqualität. , Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45526-jeden-tag-jeden-tag-frikadellen-5x100g/,https://bilder.kolonial.no/local_products/ef9dab12-aaba-4fc0-bd64-770b25de291b.jpg?auto=format&fit=max&w=564&s=1458f2867bac58666b7189fe4eaf3e5e,1.70 g,14 g,,1.50 g,1.50 g,22 g,22 g,1192 kJ / 285 kcal,"Zentrale Handelsges. ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Deutschland",,,"80% Schweinefleisch zum Teil fein zerkleinert, Zwiebeln, Paniermehl (WEIZENMEHL, Speisesalz, Hefe), Trinkwasser, Speisesalz, Kartoffelstärke, Dextrose, Gewürze, Säureregulatoren: Kaliumlactat, Kaliumacetat; Speisesenf (Trinkwasser, SENFSAAT, Branntweinessig, Speisesalz, Zucker, Gewürze, Gewürzextrakte), Rapsöl, HÜHNERVOLLEI¹, Stabilisator: Diphosphate; Petersilie. ¹Eier aus Bodenhaltung. ",500 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,,,,,,,,,,,,
352,Kampsen Frikadellen-Bällchen,"2,99€","Kampsen Frikadellenbällchen, aus zum Teil fein zerkleinertem Schweinefleisch, gebraten. Heiß oder Kalt genießen! , Kampsen GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46055-kampsen-kampsen-frikadellen-ballchen/,https://bilder.kolonial.no/local_products/6dd55656-f7aa-4753-87e5-021e6c064c12.jpg?auto=format&fit=max&w=503&s=8b191d555f2ecdbc6de727e5238c098a,1.60 g,13.50 g,,1 g,1 g,22 g,22 g,1205 kJ / 288 kcal,"Kampsen GmbH & Co. KG, Alter Emsteker Weg 19, 49661 Cloppenburg, Deutschland",,,"80% Schweinefleisch+ zum Teil fein zerkleinert, Paniermehl (WEIZENMEHL, Wasser, Speisesalz, Hefe), Zwiebeln, Trinkwasser, Speisesalz, WEIZENGLUTEN, Gewürze, Dextrose, Rapsöl. *QS-Ware. Unter Schutzatmosphäre verpackt. ",300 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,,,,,,,,,,,,
353,Nordsee Backfisch mit Remoulade,"3,49€","NORDSEE Backfisch mit Remoulade 208g -MSC- , Homann Feinkost hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46692-nordsee-nordsee-backfisch-mit-remoulade/,https://bilder.kolonial.no/local_products/7d21deee-dadf-4876-b0a2-d4f8af3a5e43.jpg?auto=format&fit=max&w=675&s=0270a78e4a9b84be91fccd585fa21465,1.20 g,9.40 g,,2.20 g,15.60 g,3.40 g,21.10 g,1213 kJ / 292 kcal,"Homann Feinkost, Winkelhausenstraße 10, 49090 Osnabrück, Deutschland",Deutschland,,"Alaska-Seelachsfilet, paniert, frittiert, aus Blöcken geschnitten, praktisch grätenfrei Zutaten: 59% ALASKA-SEELACHSFILET**, WEIZENMEHL, pflanzliche Öle (Raps, Sonnenblume), Wasser, Stärke, Salz, Hefe, Dextrose, Gewürze. Kann Spuren von EI, SOJA, MILCH, SELLERIE, SENF, KREBSTIEREN, SESAM und WEICHTIEREN enthalten. #Remoulade Zutaten: 65% Rapsöl, Wasser, Branntweinessig, EIGELB, Zucker, 1,3% Kräuter (Petersilie, Dill), Salz, modifizierte Stärke, Gewürze (enthält SENF), SENF (Wasser, SENFSAATEN, Branntweinessig, Salz, Gewürze), Zwiebeln, Farbstoff Carotin. **Alaska Seelachs (Gadus chalcogrammus) gefangen im Nordwestpazifik (37) und/oder Nordostpazifik (38) mit Schleppnetzen. Fanggebiet: Siehe Aufdruck beim Mindesthaltbarkeitsdatum. ",209 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,"Schalentiere, Sojabohnen, Milch, Sellerie, Sesamsamen, Schalentiere.",,,,,,,,,,,
354,Nordsee Matjesfilets,"3,75€","NORDSEE Matjesfilet mit milder Rauchnote 200g , Homann Feinkost hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55838-nordsee-nordsee-matjesfilets/,https://bilder.kolonial.no/local_products/623df883-c76e-48eb-a98f-b0dd571b25db.jpg?auto=format&fit=max&w=527&s=59fd6dd04f3f1405c1b434ccf40ae714,4 g,16 g,,1.50 g,1.50 g,2.90 g,16 g,883 kJ / 212 kcal,"Homann Feinkost, Winkelhausenstraße 10, 49090 Osnabrück, Deutschland",Polen,,"97% MATJESFILETS nach nordischer Art (HERING*, Salz, Zucker, Maltodextrin, Hefeextrakt, Säureregulator: Natriumgluconat; Säuerungsmittel: Citronensäure, Ascorbinsäure und Äpfelsäure; färbendes Lebensmittel Rote-Bete-Saftkonzentrat, Konservierungsstoff: Natriumbenzoat; Raucharoma), Rapsöl, Konservierungsstoff: Benzoesäure. Kann Spuren von KREBSTIEREN, EI, MILCH, SENF, SELLERIE und SOJA enthalten. *Clupea harengus gefangen in der (1) Nordsee oder (2) Norwegischen See mit (A) Schleppnetzen oder (B) Umschließungsnetzen und Hebenetzen. Fanggebiet und Fanggerätekategorie siehe Aufdruck MHD-Feld. ",200 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,"Schalentiere, Eier, Sojabohnen, Milch, Sellerie, Senf.",,,,,,,,,,,
355,Flemmings Chickenburger Twin Pack,"2,69€","2 gegarte Hähnchen Burger aus z.T. fein zerkleinertem Hähnchenfleisch und Hähnchenseparatorenfleisch. Mit Magermilch und Sojaprotein, im Sesambrötchen, mit Mayonnaise. , Vleems Convenience Snacks BV hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58166-flemmings-flemmings-chickenburger-twin-pack/,https://bilder.kolonial.no/local_products/36508191-1a65-4aa4-8cfe-b24fe2a482de.jpg?auto=format&fit=max&w=505&s=27ad0dee72bcdd56ca64fc9600b41a09,1.40 g,14.10 g,,4 g,26 g,1.10 g,10 g,1057 kJ / 253 kcal,Vleems Convenience Snacks BV,Niederlande,,"46% Brötchen (WEIZENMEHL, Wasser, Zucker, Hefe, pflanzliche Öl (Rapsöl), 1% SESAMSAAT, Salz, Emulgator (Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren), Konservierungsstoff (Calciumpropionat, Ascorbinsäure), deaktivierte Hefe). 46% Burger (43% Hühnerfleisch, 42% Hühnerseparatorenfleisch, WEIZENMEHL, Kartoffelstärke, MAGERMILCHPULVER, SOJAPROTEIN, WEIZENFASER, Salz, Gemüsepulver (Knoblauch, Zwiebel), Säuerungsmittel (Natriumacetat), Gewürze, Wasser, natürliches Aroma). 8% Mayonnaise (70% Rapsöl, Wasser, Branntweinessig, 6,2% pasteurisiertes EIGELB (Freilandhaltung), Zucker, Salz, Stabilisator (Xanthan, Guarkernmehl), SENFKÖRNER, Gewürze). Unter Schutzatmosphäre verpackt. ",239 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,,,,,,,,,,,,,,,,,,
356,planted pulled BBQ,"2,99€"," , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59110-planted-planted-pulled-bbq/,https://bilder.kolonial.no/local_products/8ed61316-75f4-440e-8ff2-4b50fe19e24b.jpg?auto=format&fit=max&w=567&s=0f6c91a8e95ef3c145bea7ebdf2ad2f7,1.80 g,18 g,,6.10 g,8.50 g,0.50 g,4 g,609 kJ / 145 kcal,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland",Schweiz,,"Wasser, Pflanzenproteine 22% (Erbse, Sonnenblume, Hafer), Tomaten, Apfelessig, Erbsenfasern, Apfelsaftkonzentrat, Zwiebeln, Rapsöl, brauner Zucker, Weissweinessig, Senfsamen, Gewürze, schwarzer Pfeffer, Knoblauch, Salz, Maisstärke, Hefe, Vitamin B12. ",160 Gramm,täglich,Schnelle Küche,Fleisch- & Fischprodukte,oda,5 Tage,,,,,,,,,,,,,,,,,
357,Bürger schwäbische Maultaschen,"2,19€","Schwäbische Maultaschen geschützte geographische Angabe.

Unter Schutzatmosphäre verpackt. , BÜRGER GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45714-burger-burger-schwabische-maultaschen/,https://bilder.kolonial.no/local_products/2029b2c8-68ff-4a8e-8b9d-6ee2a2a78b0f.jpg?auto=format&fit=max&w=791&s=59516faffd03b2d875779398c85fadc4,1.30 g,9.60 g,1.90 g,1.80 g,20 g,3.30 g,8.60 g,837 kJ / 200 kcal,"BÜRGER GmbH & Co. KG, Zeiss-Str. 12, D-71254 Ditzingen, Deutschland",Deutschland,,"28% Schweinefleisch, HARTWEIZENGRIESS, Wasser, Weißbrot (WEIZENMEHL, Wasser, Speisesalz, Hefe), Spinat, Zwiebeln, VOLLEI**, Speisesalz, Petersilie, Dextrose, Stabilisator: Natriumcitrate, Gewürze, Gewürzextrakte (enthält SELLERIE), Rapsöl. ** Eier aus Bodenhaltung. Kann Spuren von MILCH, SOJA enthalten. ",360 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,,,,Milch.,,,,,,,,,,,
358,Bürger Vegane Maultaschen,"2,19€","Vegane Maultaschen mit Gemüse und Weizeneiweisserzeugnis.

Unter Schutzatmosphäre verpackt. , BÜRGER GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44439-burger-burger-vegane-maultaschen/,https://bilder.kolonial.no/local_products/5ef19326-a0c4-40ba-bc94-cbc82bfd7447.jpg?auto=format&fit=max&w=791&s=4b72cc23b8c17bbd0eea407b21e44496,1.30 g,8.50 g,3.60 g,2.80 g,27 g,0.30 g,4.20 g,788 kJ / 187 kcal,"BÜRGER GmbH & Co. KG, Zeiss-Str. 12, D-71254 Ditzingen, Deutschland",Deutschland,,"HARTWEIZENGRIESS, 22% Gemüse in veränderlichen Gewichtsanteilen (Blattspinat, Zwiebeln, Lauch), Weißbrot (WEIZENMEHL, Wasser, Speisesalz, Hefe), Wasser, 8% Weizeneiweißerzeugnis (Wasser, texturiertes Weizeneiweiß (WEIZENEIWEISS, WEIZENMEHL)), Petersilie, Rapsöl, Stärke, Speisesalz, Zucker, Erbsenfaser, Gewürze, Stabilisator: (Natriumacetate, Natriumcitrate, Ascorbinsäure), Gewürzextrakte, Glukosesirup. Kann Spuren von SOJA enthalten. ",300 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,5 Tage,,,,,,Sojabohnen.,,,,,,,,,,,
359,Bürger Gemüse Maultaschen,"2,15€","Gemüse Maultaschen.

Unter Schutzatmosphäre verpackt. , BÜRGER GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55860-burger-burger-gemuse-maultaschen/,https://bilder.kolonial.no/local_products/27141239-82f3-4147-88b9-1394db9381c1.jpg?auto=format&fit=max&w=791&s=55f5cbd52c090a88b05b64f062f5edbe,1.40 g,6.90 g,2.70 g,2.60 g,27 g,0.40 g,4.10 g,750 kJ / 178 kcal,"BÜRGER GmbH & Co. KG, Zeiss-Str. 12, D-71254 Ditzingen, Deutschland",Deutschland,,"37% Gemüse (Kartoffeln, Karotten, Spinat, Zwiebeln, SELLERIE, Lauch, Erbsen), HARTWEIZENGRIESS, EIWEISS aus HÜHNEREI**, VOLLEI**, Weißbrot (WEIZENMEHL, Wasser, Speisesalz, Hefe), Wasser, Rapsöl, Stärke, Speisesalz, Gewürze (enthält SELLERIE), Stabilisator: (Natriumacetate, Natriumcitrate, Ascorbinsäure). ** Eier aus Bodenhaltung. Kann Spuren von MILCH, SOJA enthalten. ",360 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,,,,"Sojabohnen, Milch.",,,,,,,,,,,
360,Bürger Gnocchi mit Süßkartoffel,"2,79€","Gnocchi mit Süßkartoffel.

Unter Schutzatmosphäre verpackt. , BÜRGER GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55863-burger-burger-gnocchi-mit-susskartoffel/,https://bilder.kolonial.no/local_products/68d3b7b9-8e9f-42bc-8d65-cb3ed04786de.jpg?auto=format&fit=max&w=886&s=d218b6a1b1b0c9668a11f434a4dd39e3,1.60 g,2.90 g,4 g,4.70 g,34 g,0.10 g,1.30 g,707 kJ / 167 kcal,"BÜRGER GmbH & Co. KG, Zeiss-Str. 12, D-71254 Ditzingen, Deutschland",Deutschland,,"Kartoffeln, 19% Süßkartoffel, Stärke, Maisgrieß, Rapsöl, Speisesalz, Verdickungsmittel: Guarkernmehl, Stabilisator: (Natriumacetate, Natriumcitrate, Ascorbinsäure), Säuerungsmittel: Citronensäure, Gewürze, Gewürzextrakte. Kann Spuren von EI, GLUTEN enthalten. ",500 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,6 Tage,,,,,,"Gluten, Eier.",,,,,,,,,,,
361,Hilcona Tortelli Prosciutto Crudo e 4 Formaggi,"3,85€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44823-hilcona-hilcona-tortelli-prosciutto-crudo-e-4-form/,https://bilder.kolonial.no/local_products/b79abd76-238f-4343-9ec7-02b4d1a4a8ac.jpg?auto=format&fit=max&w=791&s=785d349ce6a7e3c7ff4dc967e98ea34f,1.60 g,13 g,1.50 g,4.30 g,35 g,2.20 g,4.80 g,1006 kJ / 238 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"HARTWEIZENGRIESS, Wasser, Rohschinken 10 % (Schweinefleisch, Speisesalz, Speisesalz jodiert (Speisesalz, Kaliumjodat), Zucker, Gewürze, Traubenzucker, Antioxidationsmittel (Natriumascorbat, Natriumcitrate), Konservierungsstoffe (Kaliumnitrat, Natriumnitrit), Gewürzextrakte), Käse 9 % (GOUDA, Mozzarella (MILCH, Speisesalz), HARTKÄSE, SCHNITTKÄSE/HALBHARTKÄSE), EIER, Reisgriess, WEIZENMEHL, SÜSSMOLKENPULVER, Speisesalz, Pfeffer, Hefe. Kann Spuren enthalten von: SENF, SOJA. ",250 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
362,Hilcona Tortelloni gefüllt Ricotta e Spinaci,"3,79€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42529-hilcona-hilcona-tortelloni-gefullt-ricotta-e-spina/,https://bilder.kolonial.no/local_products/744c6677-cf4a-44a1-b42e-032243d84841.jpg?auto=format&fit=max&w=904&s=beeb2664a2254559e04b82b80ad83ee8,1.10 g,7.80 g,1.90 g,2.50 g,32 g,1 g,2.30 g,777 kJ / 184 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"HARTWEIZENGRIESS, Wasser, Spinat 6 %, Molkeneiweisskäse Ricotta 6 % (SÜSSMOLKE, SAHNE, MAGERMILCH), WEIZENMEHl, EIER, KÄSE, Speisesalz, SÜSSMOLKENPULVER, Rapsöl, Gewürze, natürliches Aroma (enthält MILCH), Hefe. Kann Spuren enthalten von: SENF, SOJA. ",500 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
363,Hilcona Tortelli Pesto Basilico,"3,85€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42895-hilcona-hilcona-tortelli-pesto-basilico/,https://bilder.kolonial.no/local_products/c9556c61-a90f-46e7-a224-26e674bfb051.jpg?auto=format&fit=max&w=791&s=3df5c4c9cf0784b96f383bd138d17483,1.30 g,9 g,1.90 g,3.90 g,36 g,1.80 g,8.40 g,1094 kJ / 260 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"HARTWEIZENGRIESS, Wasser, EIER, Reisgriess, Basilikum 5 %, WEIZENMEHL, Molkeneiweisskäse Ricotta (SÜSSMOLKE, SAHNE, MAGERMILCH), KÄSE, Rapsöl, Olivenöl, Pinienkerne 2 %, Zucker, Speisesalz, Zitronensaftkonzentrat, natürliches Aroma (enthält MILCH), Hefe. Kann Spuren enthalten von: SENF, SOJA. ",250 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
364,Hilcona Tortelloni gefüllt 4 Formaggi,"4,39€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46249-hilcona-hilcona-tortelloni-gefullt-4-formaggi/,https://bilder.kolonial.no/local_products/278b9879-6e5a-4726-a2f8-3463b5c7ed2d.jpg?auto=format&fit=max&w=904&s=f85817cc6142cd2cc21ef0ff9d550cf4,1.30 g,9.20 g,1.70 g,3 g,31 g,1.70 g,3.40 g,823 kJ / 195 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"HARTWEIZENGRIESS, Wasser, Käse 10 % (Mozzarella (MILCH, Speisesalz), GOUDA, SCHNITTKÄSE/HALBHARTKÄSE, HARTKÄSE), WEIZENMEHL, EIER, SÜSSMOLKENPULVER, Speisesalz, Gewürze, Rapsöl, natürliches Aroma (enthält MILCH), Schnittlauch. Kann Spuren enthalten von: SENF, SOJA. ",500 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
365,Hilcona Gnocchi,"4,65€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44431-hilcona-hilcona-gnocchi/,https://bilder.kolonial.no/local_products/82b1701c-4adb-4ef5-be23-7d173c07206f.jpg?auto=format&fit=max&w=904&s=6d0c0fd3e79ec08ae2f006321b333e30,1.30 g,2.90 g,1.30 g,2.20 g,30 g,0.30 g,1.10 g,610 kJ / 144 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"Wasser, Kartoffelflocken 14 % (Kartoffeln, färbendes Kurkuma), Kartoffelstärke 14 %, WEIZENMEHL 9 %, EIER 4,5 %, Speisesalz, Rapsöl, HARTWEIZENGRIESS. Kann Spuren enthalten von: SENF, SOJA, SULFITEN. ",500 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,,Liechtenstein,,,"Sojabohnen, Senf, Schwefeldioxid.",,,,,,,,,,,
366,Hilcona Bio Gnocchi,"2,99€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55845-hilcona-hilcona-bio-gnocchi/,https://bilder.kolonial.no/local_products/edf4574d-3ec2-4868-9aca-a8c95399a8b9.jpg?auto=format&fit=max&w=664&s=a446e4a3071979a2ba2b5a2cef0bd771,1.40 g,3.70 g,1.70 g,2.30 g,31 g,0.40 g,3.70 g,740 kJ / 176 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"Wasser, HARTWEIZENGRIESS* 16%, Kartoffelflocken* 9% (Kartoffeln*, Rosmarinextrakt*), WEIZENSTÄRKE* 8%, Maismehl*, Rapsöl*, EIER* 2%, Speisesalz, Gewürz*. *Biologische Landwirtschaft ",300 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,Bio-Produkt,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
367,Hilcona Bio Tortelloni Ricotta Spinat,"2,95€","Für Besseresser

Unter Schutzatmosphäre verpackt , Hilcona AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47077-hilcona-hilcona-bio-tortelloni-ricotta-spinat/,https://bilder.kolonial.no/local_products/9b53fae0-4ffa-463e-8739-cca4ba3be84e.jpg?auto=format&fit=max&w=697&s=fb7e184ae1289226ca0604329291c1e4,1.30 g,7.50 g,1.80 g,2.60 g,31 g,1.10 g,2.50 g,761 kJ / 180 kcal,"Hilcona AG, Bendererstrasse 21, FL-9494 Schaan, Liechtenstein",,,"HARTWEIZENGRIESS*, Wasser, Molkeneiweisskäse Ricotta* 8 % (SÜSSMOLKE*, MILCH*, Speisesalz), Spinat* 6 %, WEIZENMEHL*, EIER*, KÄSE*, Kartoffelflocken* (Kartoffeln*, Rosmarinextrakt*), Speisesalz, Rohrohrzucker*, Gewürze*, Zitronensaftkonzentrat*, Rapsöl*, Hefe*. Kann Spuren enthalten von: SENF, SOJA. *Biologische Landwirtschaft. ",250 Gramm,täglich,Schnelle Küche,"Nudeln, Pasta & Maultaschen",oda,,,Bio-Produkt,Liechtenstein,,,"Sojabohnen, Senf.",,,,,,,,,,,
