,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen
344,Schwartau Extra Brombeere,"2,99€","Ohne Zusatz von Konservierungs-*, Farb-* und Aromastof
fen. *lt. Gesetz
vegan
glutenfrei* und lactosefrei* *lt. Gesetz
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42836-schwartau-schwartau-extra-brombeere/,https://bilder.kolonial.no/local_products/3010c80b-5244-43f6-a076-6d6eea62e734.jpg?auto=format&fit=max&w=633&s=342d2d33c66076f2d495904b616358a8,0.04 g,0.40 g,1.80 g,52.20 g,52.50 g,0 g,0.30 g,930 kJ / 219 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Brombeeren 40%, Boysenbeeren 10%), Zucker, Geliermittel Pektin,
Zitronensaftkonzentrat.",340 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
345,Eszet Schnitten Vollmilch-Nuss,"1,19€","Die Frühstücks-Schokolade , Sarotti GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47113-eszet-eszet-schnitten-vollmilch-nuss/,https://bilder.kolonial.no/local_products/145158af-77fe-4201-b515-40a0007a1e2d.jpg?auto=format&fit=max&w=1000&s=ff0beb3455852d3b16c5f100d05bc1ea,0.20 g,6.80 g,,53.40 g,54.50 g,18 g,31.80 g,2248 kJ / 539 kcal,,"Sarotti GmbH, Am Stammgleis 9, D – 22844 Norderstedt, Deutschland","Zucker, Kakaobutter, VollMILCHpulver, Kakaomasse, HASELNÜSSE, Süßmolkenpulver (MILCH), Emulgatoren SOJAlecithine + E476, Aroma ",75 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,"Gluten, Erdnüsse, Nüssen.",,Deutschland,,,,,,,,
346,BIO COMPANY Bio Lindenhonig,"3,49€","Der Lindenhonig überzeugt mit seinem natürlich blumig-süßen Geschmack und kräftigen Aroma. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52623-bio-company-bio-company-bio-lindenhonig/,https://bilder.kolonial.no/local_products/2934bac9-be93-493e-89e4-9d120c678f15.jpg?auto=format&fit=max&w=450&s=677ad6c873d952630941d2a7878846ad,0 g,0.40 g,,75 g,75 g,,0.10 g,1283 kJ / 302 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Lindenhonig*,250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
347,Schwartau Extra Schwarze Johannisbeere,"2,89€","Ohne Zusatz von Konservierungs-*, Farb-* und Aromastoffen. 
*lt. Gesetz
vegan
glutenfrei* und 
lactosefrei* 
*lt. Gesetz
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44035-schwartau-schwartau-extra-schwarze-johannisbeere/,https://bilder.kolonial.no/local_products/f71a2677-47e8-4c79-9c2e-c9562a5b8eb4.jpg?auto=format&fit=max&w=701&s=2672bf34d1d115d95cf28d7d3240276d,0.03 g,0.70 g,3.80 g,52.60 g,52.70 g,0 g,0.10 g,959 kJ / 226 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Schwarze Johannisbeeren, Zucker, Geliermittel Pektin, Zitronensaftkonzentrat.",340 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
348,Eszet Schnitten Vollmilch,"1,19€","Die Frühstücks-Schokolade , Sarotti GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44302-eszet-eszet-schnitten-vollmilch/,https://bilder.kolonial.no/local_products/c70180fa-5998-4983-9065-17fc207522d7.jpg?auto=format&fit=max&w=1000&s=8ea3df4a7150b3f0e4949cc83aba11eb,0.30 g,6.40 g,,56 g,57.20 g,18.70 g,29.80 g,2211 kJ / 529 kcal,,"Sarotti GmbH, Am Stammgleis 9, D – 22844 Norderstedt, Deutschland","Zucker, Kakaobutter, VollMILCHpulver, Kakaomasse, Süßmolkenpulver (MILCH), Emulgatoren SOJAlecithine + E476, Aroma ",75 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,"Gluten, Erdnüsse, Nüssen.",,Deutschland,,,,,,,,
349,BIO COMPANY Bio Waldhonig,"5,99€","Kräftig-würziger Waldhonig in tiefdunkler Farbe und flüssiger Konsistenz, weshalb er sich hervorragend zum Süßen von Getränken und zum Backen eignet. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52467-bio-company-bio-company-bio-waldhonig/,https://bilder.kolonial.no/local_products/15d80845-7920-4dae-b9fe-41521dfac9e6.jpg?auto=format&fit=max&w=450&s=72938423de8149a10a04cc6168b79538,0 g,0.40 g,0 g,70 g,70 g,,0.10 g,1197 kJ / 282 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Waldhonig*,500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
350,Schwartau Samt Erdbeere Maxi-Glas,"3,99€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-*, Farb-* und Aromastoffen. *lt. Gesetz
vegan, lakosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44675-schwartau-schwartau-samt-erdbeere-maxi-glas/,https://bilder.kolonial.no/local_products/2a35c9b1-a2a7-413e-b796-7232761f3570.jpg?auto=format&fit=max&w=504&s=a4b4b55af3cc6a43160e8479acc6e99c,0.03 g,0.50 g,,47.60 g,47.90 g,0 g,0.20 g,849 kJ / 200 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Erdbeeren 40%, Rote Johannisbeeren 10%), Zucker, Zitronensaftkonzentrat, Geliermittel Pektin (aus Früchten).",465 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
351,BIO COMPANY Bio Blütenhonig Spenderflasche,"6,99€","Zart-fließender Blütenhonig mit blumig-aromatischem Geschmack, streichzart eignet er sich hervorragend als Brotaufstrich, aber auch zum Süßen oder Backen. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52811-bio-company-bio-company-bio-blutenhonig-spenderfla/,https://bilder.kolonial.no/local_products/8b09ae91-c8d3-4974-83b1-f5ea41606446.jpg?auto=format&fit=max&w=450&s=5686a456ece77b7b4041ad91eefebb37,0 g,0.40 g,,75.10 g,75.10 g,,0.10 g,1283 kJ / 302 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Blütenhonig*,700 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
352,Schwartau Samt Erdbeere,"2,59€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45271-schwartau-schwartau-samt-erdbeere/,https://bilder.kolonial.no/local_products/a8e7f8b2-c835-4d3a-ac66-4005e8672139.jpg?auto=format&fit=max&w=764&s=2abd473dc30f7ae8a24ef6d78b6e8c72,0.03 g,0.50 g,,47.60 g,47.90 g,0 g,0.20 g,849 kJ / 200 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Erdbeeren 40%, Rote Johannisbeeren 10%), Zucker, Zitronensaftkonzentrat, Geliermittel Pektin (aus Früchten).",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
353,BIO COMPANY Bio Blütenhonig Spenderflasche,"3,49€","Blütenhonig mit fein-aromatischem Geschmack, angenehmer Süße und ohne Zusätze, schmeckt als Brotaufstrich, eignet sich jedoch aufgrund seiner Konsistenz auch hervorragend zum Süßen. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52812-bio-company-bio-company-bio-blutenhonig-spenderfla/,https://bilder.kolonial.no/local_products/b6943332-87bc-46cf-a63a-733caa2bd9ff.jpg?auto=format&fit=max&w=450&s=c4c8bc84161082e2c10ffa4b1547f5bd,0 g,0.40 g,,75.10 g,75.10 g,,0.10 g,1283 kJ / 302 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Blütenhonig*,350 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
354,Schwartau Samt Himbeere,"2,99€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44873-schwartau-schwartau-samt-himbeere/,https://bilder.kolonial.no/local_products/48fd3fb1-9959-44b6-8ba3-39e21dc6cda7.jpg?auto=format&fit=max&w=525&s=fabd7a13b2b6d2503af10812748b79e4,0.04 g,0.70 g,,47.70 g,47.80 g,0 g,0.20 g,868 kJ / 204 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Himbeeren 50%, Zucker, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat.",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
355,BIO COMPANY Bio Akazienhonig Spenderflasche,"3,29€","Zart-cremiger Akazienhonig mit fein-lieblichem Aroma, angenehmer Süße und ohne Zusätze, schmeckt als Brotaufstrich, eignet sich jedoch aufgrund seiner Konsistenz auch hervorragend zum Süßen. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/57047-bio-company-bio-company-bio-akazienhonig-spenderfl/,https://bilder.kolonial.no/local_products/37d8d439-b82e-47ac-a951-4558d000b714.jpg?auto=format&fit=max&w=1000&s=a48feb496a15c06bb9e9300e506c18a0,0.01 g,0 g,,75 g,75 g,,0 g,1283 kJ / 302 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",Akazienhonig*,250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
356,Schwartau Samt Waldfrucht,"2,89€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44623-schwartau-schwartau-samt-waldfrucht/,https://bilder.kolonial.no/local_products/8fb16f1b-fc51-4ec3-9651-b34273b49061.jpg?auto=format&fit=max&w=525&s=fedac47bb4f0ec97568762a3ea6a598e,0.04 g,0.50 g,,47.70 g,47.80 g,0 g,0.30 g,859 kJ / 202 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung 50% (Himbeeren, Heidelbeeren, Brombeeren, Boysenbeeren), Zucker, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat.",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
357,BIO COMPANY Bio Waldhonig Spenderflasche,"3,59€"," , BIO COMPANY hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52466-bio-company-bio-company-bio-waldhonig-spenderflasc/,https://bilder.kolonial.no/local_products/b3230c1b-a8fc-4ea9-90a9-01cf59fee135.jpg?auto=format&fit=max&w=450&s=9d516fc3b59bd1a1cbdc4c9827dc772c,0 g,0.40 g,,70 g,70 g,0.10 g,0.10 g,1197 kJ / 282 kcal,Bio-Produkt,"BIO COMPANY, Rheinstraße 45-46, 12161 Berlin, Deutschland","Waldhonig*

* aus kontrolliert biologischem Anbau",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
358,Schwartau Samt Heidelbeere,"2,89€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44084-schwartau-schwartau-samt-heidelbeere/,https://bilder.kolonial.no/local_products/c7c05663-018a-4579-9792-c78c30301372.jpg?auto=format&fit=max&w=525&s=b17222f5c6e4411f030c4db76790f8e6,0.05 g,0.30 g,,47.20 g,47.40 g,0 g,0.20 g,847 kJ / 199 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Zucker, Heidelbeeren 40%, Wasser, Geliermittel Pektin (aus Früchten),Zitronensaftkonzentrat.",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
359,Küstengold Raps-Honig mit Frühtracht,"4,95€","Rapshonig mit Frühtracht - cremig, aromatisch. , Löwen-Werke GmbH & Co.KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52871-kustengold-kustengold-raps-honig-mit-fruhtracht/,https://bilder.kolonial.no/local_products/6c1de2d6-3abb-4596-9128-90ae4a84a14f.jpg?auto=format&fit=max&w=731&s=d0a04e6c2b33774b331401e1bbd84cad,,0.40 g,,75.10 g,75.10 g,,,1283 kJ / 307 kcal,,"Löwen-Werke GmbH & Co.KG, Am Salgenholz 2, D-38110 Braunschweig, Deutschland",100% Honig.,500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
360,Schwartau Samt Brombeere,"2,99€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45420-schwartau-schwartau-samt-brombeere/,https://bilder.kolonial.no/local_products/4644ef11-23c6-42d2-888c-beb74055f785.jpg?auto=format&fit=max&w=525&s=529c811c059eb7235bd47d49db5bedff,0.04 g,0.50 g,,48 g,48.10 g,0 g,0.40 g,858 kJ / 202 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Brombeeren 30%, Boysenbeeren 20%), Zucker, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat.",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
361,Schwartau Samt Brombeere-Vanille,"2,99€","ohne Stücke - ohne Kerne

Hergestellt aus 50g Früchten je 100g.

Milchbestandteile , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47569-schwartau-schwartau-samt-brombeere-vanille/,https://bilder.kolonial.no/local_products/5478958d-dd2e-45cd-b168-a828264b7507.jpg?auto=format&fit=max&w=886&s=a5dbeecc9f4be9e076d8be1c28d1cb2b,0.04 g,0.60 g,,48.40 g,48.70 g,0 g,0.50 g,888 kJ / 209 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Brombeeren 50%, Zucker, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat, natürliches Bourbonvanille-Aroma (enthält MILCHBESTANDTEILE). ",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
362,Schwartau Samt Aprikose,"2,89€","Ohne Stücke, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44700-schwartau-schwartau-samt-aprikose/,https://bilder.kolonial.no/local_products/f0bbd111-489d-4f74-a501-a534e25139d8.jpg?auto=format&fit=max&w=764&s=598f0df1a1dfb2ce7aae9767845957ec,0.04 g,0.50 g,,48.40 g,49.50 g,0 g,0.10 g,868 kJ / 205 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Aprikosen 50%, Zucker, Zitronensaftkonzentrat, Geliermittel Pektin (aus Früchten).",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
363,Schwartau Samt Mango,"2,59€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* Farb-* und Aromastoffen. *lt. Gesetz
vegan, laktosefrei, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44892-schwartau-schwartau-samt-mango/,https://bilder.kolonial.no/local_products/8dafda2d-e08b-40fe-9cce-f9bd94aba4bf.jpg?auto=format&fit=max&w=764&s=44c0d9c20c8825eddda78e45a211dad8,0.04 g,0.40 g,,47.40 g,48 g,0.10 g,0.20 g,841 kJ / 198 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Mangos 41%, Zucker, Passionsfruchtsaft aus Passionsfruchtsaftkonzentrat 9%, Wasser, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat.",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
364,Schwartau Samt Erdbeer-Vanille,"2,69€","Ohne Stücke - ohne Kerne, ohne Zusatz von Konservierungs-* und  Farbstoffen. *lt. Gesetz
vegetarisch, glutenfrei
Meistgekaufte Fruchtaufstrich-Marke - Quelle: AC Nielsen, nähere Informationen: www.schwartau.de

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44940-schwartau-schwartau-samt-erdbeer-vanille/,https://bilder.kolonial.no/local_products/5f749bf3-5721-4e36-a99a-b5cb3096dcff.jpg?auto=format&fit=max&w=525&s=1e171a838a11015777ebd89b080cc940,0.03 g,0.50 g,,47.50 g,47.90 g,0 g,0.20 g,852 kJ / 200 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Erdbeeren 40%, Rote Johannisbeeren 10%), Zucker, Geliermittel Pektin (aus Früchten), Zitronensaftkonzentrat, natürliches Bourbonvanille-Aroma (enthält MILCHBESTANDTEILE). ",270 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
365,Schwartau Weniger Zucker Erdbeere,"2,59€","Weniger Zucker*
* 30% weniger Zucker im Vergleich zu Konfitüre mit einem Zuckergehalt von 54g/100g.
Ohne Zusatz von Konservierungs, Farb- und Aromastoffen. 
Ohne Zusatz von Süßungsmittel.
vegan
laktosefrei, glutenfrei

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42964-schwartau-schwartau-weniger-zucker-erdbeere/,https://bilder.kolonial.no/local_products/db48b2bc-ac52-4291-8697-edb1d7c04b74.jpg?auto=format&fit=max&w=681&s=c0eda596d8560190425018e6a1e65a95,0.03 g,0.50 g,1.30 g,37.40 g,37.90 g,0 g,0.20 g,676 kJ / 159 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Erdbeeren 50%, Zucker, Wasser, Zitronensaftkonzentrat, Geliermittel Pektin, Aroniasaftkonzentrat.",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
366,Jeden Tag Blütenhonig flüssig,"3,59€","Flüssiger Blütenhonig. , Imkerij De Traay B.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50723-jeden-tag-jeden-tag-blutenhonig-flussig/,https://bilder.kolonial.no/local_products/b90b1e04-d83d-4865-a3c6-aa9403490408.jpg?auto=format&fit=max&w=722&s=cdbf02d30359dc8fc938821ac31f5d37,0.10 g,,,81 g,81 g,,,1384 kJ / 331 kcal,,"Imkerij De Traay B.V., Platinastraat 50, 8211 AR Lelystad, Niederlande",Mischung von Honig aus EU-Ländern und Nicht-EU-Ländern. ,500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
367,Schwartau Extra Weniger Zucker Erdbeere passiert,"2,39€","Weniger Zucker*
* 30% weniger Zucker im Vergleich zu Konfitüre mit einem Zuckergehalt von 54g/100g.
Ohne Zusatz von Konservierungs, Farb- und Aromastoffen. 
Ohne Zusatz von Süßungsmittel.
vegan
ohne Stücke - ohne Kerne
laktosefrei, glutenfrei

Hergestellt aus 50g Früchten je 100g. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44154-schwartau-schwartau-extra-weniger-zucker-erdbeere/,https://bilder.kolonial.no/local_products/08f177fd-4ecc-48ed-bde9-6f2afa8e41ee.jpg?auto=format&fit=max&w=603&s=f3f6d12621bb2c4d4f613ded5606ed64,0.03 g,0.50 g,1.50 g,37.30 g,37.80 g,0 g,0.20 g,679 kJ / 160 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Fruchtmischung (Erdbeeren 40%, Rote Johannisbeeren 10%), Zucker, Wasser, Zitronensaftkonzentrat, Geliermittel Pektin.",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,Deutschland,,,,,,,,
368,Jeden Tag Waldhonig flüssig Spender,"3,79€","Flüssiger Waldhonig im praktischen Spender. , Imkerij De Traay B.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50724-jeden-tag-jeden-tag-waldhonig-flussig-spender/,https://bilder.kolonial.no/local_products/db0029fc-1537-4a1f-a242-2545fb8ba4e3.jpg?auto=format&fit=max&w=470&s=3207d51b341a32e6dc993c0cd2971019,0.10 g,,,81 g,81 g,,,1384 kJ / 331 kcal,,"Imkerij De Traay B.V., Platinastraat 50, 8211 AR Lelystad, Niederlande",Mischung von Honig aus EU-Ländern und Nicht-EU-Ländern. ,500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,
