,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsland,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Frischegarantie (mindestens),PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Ursprungsregion,Ballaststoffe,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,Variables Gewicht,Beschreibung,Inverkehrbringer,Hinweis,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Besonderheiten,Gewichtsklasse,Güteklasse,Größe,Handelsklasse,Size,Delivery days,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Natrium,Pfand
562,"Danone Fruchtzwerge 20% Banane, Erdb,Aprikose 6Stk","2,35€","Schon mehr als 40 Jahre bereichern FruchtZwerge den Tag von kleinen großen Helden!  Ein kleiner vegetarischer Snack aus Frucht und Frischkäse, der begeistert: Pro Minute werden rund 700 FruchtZwerge von den deutschen Fans gesnackt. Dieses Obst-Trio hat Tradition: Erdbeere, Banane, Aprikose zählen zu den beliebtesten FruchtZwerge-Produkten, im traditionellen Standardformat 6x50g. Der fruchtige Frischkäse-Snack mit dem Nutri-Score B, Vitamin D und Calcium kann prima geteilt oder auch ganz allein genossen werden - ganz ohne künstliches Aroma.

Mit Vitamin D angereichert. , Danone GmbH - Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46198-danone-danone-fruchtzwerge-20-banane-erdb-aprikose/,https://bilder.kolonial.no/local_products/2f8ff1e8-eb92-4e9c-8258-78cfeab5c5ed.jpg?auto=format&fit=max&w=1000&s=a074015ece8bd48d1d40be04563d2caa,0.09 g,6.30 g,10.40 g,11.10 g,1.60 g,2.50 g,390 kJ / 92 kcal,"Danone GmbH - Germany, Richard-Reitzner-Allee 1, 85540 Haar, Deutschland",,"FRISCHKÄSE, RAHM, Zucker, 6% Erdbeeren1, 6% Aprikosen2, 6% Bananen3, Calciumcitrat, färbende Konzentrate Schwarze Karotte1,2, Zitronensaftkonzentrat, natürliches Aroma, Vitamin D. 1bei Sorte Erdbeere, 2bei Sorte Aprikose, 3bei Sorte Banane ",300 Gramm,täglich,4 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Polen,,,,,,,,,,,,,,,,,,,,,
563,Zum Dorfkrug Rote Grütze mit 7 Früchten,"2,29€","Zum Dorfkrug Rote Grütze 375 g , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42252-zum-dorfkrug-zum-dorfkrug-rote-grutze-mit-7-frucht/,https://bilder.kolonial.no/local_products/cec48119-6660-453f-9b96-bd62f2eea2cd.jpg?auto=format&fit=max&w=823&s=4ec8e29fc7d1cb25422fd1d616aa1673,0.01 g,0.50 g,19 g,22 g,0.10 g,0.50 g,394 kJ / 93 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",Deutschland,"50 % Fruchtmischung (Sauerkirschen, Erdbeeren, rote Johannisbeeren, schwarze
Johannisbeeren, Himbeeren, Brombeeren, Heidelbeeren), Wasser, Zucker,
modifizierte Stärke, Zitronensaft",375 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,,,,,,,,,,,,,,,,,,,
564,Milchschnitte 10x28g,"2,39€","MILCHSCHNITTE 10er Pack 280g , Ferrero hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47732-milchschnitte-milchschnitte-10x28g/,https://bilder.kolonial.no/local_products/cc06bcab-fee2-4f20-b53b-4f140ff85797.jpg?auto=format&fit=max&w=1000&s=7ed1441e9cdfe50cab43a188661a9265,0.61 g,7.90 g,29.50 g,34 g,16.60 g,27.90 g,1754 kJ / 421 kcal,"Ferrero, Hainer Weg 120, DE-60624, Frankfurt am Main, Deutschland",,"frische VOLLMILCH (40 %), Palmöl, Zucker, WEIZENMEHL (10,5%), MAGERMILCHPULVER (9 %), Honig (5 %), BUTTERREINFETT, VOLLEIPULVER, fettarmer Kakao, WEIZENKLEIE, Backtriebmittel:Dinatriumdiphosphat, Natriumhydrogencarbonat, Ammoniumcarbonat;Emulgator Mono- und Diglyceride von Speisefettsäuren, Salz, natürlicheAromen, Vanillin. Kann SOJA enthalten. ",280 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,Sojabohnen.,,,,,,,,,,,,,,,,,,
565,Buko mit Skyr 30% Fett i.Tr,"2,19€","Der neue Buko mit Skyr ist der neue Frischkäse für alle, die sich bewusster ernähren wollen – und nebenbei der erste Brotaufstrich mit Skyr überhaupt! So proteinreich, natürlich und cremig, dass er sich auch bestens zum Kochen und Backen eignet, zum Beispiel als Alternative zu Sahne oder Créme Fraiche. , Arla Foods Inc. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50650-arla-buko-mit-skyr-30-fett-i-tr/,https://bilder.kolonial.no/local_products/faa524d9-8c61-482f-9fde-a5f2dc5e701d.jpg?auto=format&fit=max&w=1000&s=09c33b30782c099585381bc0bc2dcb6e,0.70 g,10 g,3.60 g,3.60 g,9 g,9 g,578 kJ / 138 kcal,"Arla Foods Inc., Wahlerstraße 2, 40472 Düsseldorf, Deutschland",,"Frischkäse (BUTTERMILCH*, SAHNE*, MILCHEIWEIß, Milchsäurekulturen*), 15% Frischkäse** (MAGERMILCH*, mikrobielles Lab, Milchsäurekulturen*), Speisesalz. *enthält Skyr. **Skyr. ",200 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Dänemark,,,,,,,,,,,,,,,,,,,,,
566,Zum Dorfkrug Erdbeer-Rhabarber-Grütze,"2,29€","Zum Dorfkrug Erdbeer-Rhabarber-Grütze 360 g , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43970-zum-dorfkrug-zum-dorfkrug-erdbeer-rhabarber-grutze/,https://bilder.kolonial.no/local_products/8b854a60-6a73-4f48-9c84-03901b3aab96.jpg?auto=format&fit=max&w=823&s=c074d693d2bacbaaa6d3d7a38b1e4e73,0.03 g,0.50 g,15 g,17 g,0.10 g,0.50 g,317 kJ / 75 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",Deutschland,"31% Rhabarber, Wasser, 25% Erdbeeren, Zucker, modifizierte Stärke, Zitronensaft.",360 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,,,,,,,,,,,,,,,,,,,
567,Müller Milchreis Natur,"0,89€","Müller Milchreis Klassik ist die Kombination aus Genuss und Genuss. Denn das Original kommt nahezu nur mit wertvoller Milch und köstlichem Rundkornreis aus, um den Kleinen Hunger nieder zu löffeln! , Molkerei Alois Müller GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45860-muller-muller-milchreis-natur/,https://bilder.kolonial.no/local_products/a7ca2ada-3cb3-419d-b2a8-7f43ce3afc35.jpg?auto=format&fit=max&w=1000&s=8325dbc949cabbcd73b0d3b6433250cb,0.26 g,3.50 g,9.70 g,9.70 g,2.60 g,2.60 g,427 kJ / 102 kcal,"Molkerei Alois Müller GmbH & Co. KG, Zollerstraße 7, 86850 Fischach-Aretsried, Deutschland",,"VOLLMILCH, BUTTERMILCH, 7,8% Reis, Wasser, Zucker, Traubenzucker, VOLLEI, Speisesalz, Verdickungsmittel Johannisbrotkernmehl, Guarkernmehl; Aroma. KANN SPUREN VON SOJA UND GLUTENHALTIGEM GETREIDE ENTHALTEN. ",200 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,"Gluten, Sojabohnen.",,,,,,,,,,,,,,,,,,
568,Zum Dorfkrug Kirschgrütze,"2,29€","Zum Dorfkrug Kirschgrütze 375 g , Zum Dorfkrug Handel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45005-zum-dorfkrug-zum-dorfkrug-kirschgrutze/,https://bilder.kolonial.no/local_products/cf9cc5de-c0f7-4c79-b450-a19e4892ed44.jpg?auto=format&fit=max&w=822&s=296dd5ddd8050b1d4e9fc5909f29ce95,0.03 g,0.50 g,21 g,23 g,0.10 g,0.50 g,424 kJ / 100 kcal,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Straße 6-10, 21629 Neu Wulmstorf, Deutschland",Deutschland,"55% Sauerkirschen, Wasser, Zucker, modifizierte Stärke, Zitronensaft.",375 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,,,,,,,,,,,,,,,,,,,
569,Müller Milchreis Erdbeer,"0,89€","Aufruhr im Erdbeer-Beet! Immer häufiger baden die süßen Früchte als Sauce getarnt in Müller Milchreis Original Erdbeere. Und pflücken so Hunger für Hunger auf köstliche Weise weg! , Molkerei Alois Müller GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46773-muller-muller-milchreis-erdbeer/,https://bilder.kolonial.no/local_products/26669934-a608-47b8-8049-406ad321dec8.jpg?auto=format&fit=max&w=1000&s=efb6b7a7431a1ddf199faac95e9be5fa,0.23 g,2.90 g,12 g,12 g,2.10 g,2.10 g,433 kJ / 103 kcal,"Molkerei Alois Müller GmbH & Co. KG, Zollerstraße 7, 86850 Fischach-Aretsried, Deutschland",,"VOLLMILCH, BUTTERMILCH, Wasser, Zucker, 6,4% Reis, Erdbeere*, Erdbeersaft* aus Erdbeersaftkonzentrat, Traubenzucker, VOLLEI, Speisesalz, modifizierte Stärke, Verdickungsmittel Johannisbrotkernmehl, Guarkernmehl, Pektine; Säuerungsmittel Citronensäure, Säureregulator Natriumcitrate, Calciumcitrate; Farbstoff Echtes Karmin, Aroma. *Fruchtgehalt im Endprodukt: 7,3 %. KANN SPUREN VON SOJA UND GLUTENHALTIGEM GETREIDE ENTHALTEN. ",200 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,"Gluten, Sojabohnen.",,,,,,,,,,,,,,,,,,
570,Landliebe Grieß-Pudding traditionell,"0,89€","Der Landliebe Grießpudding verbindet gute Landliebe Milch, Sahne und feinen Weizengrieß zu einem besonders leckeren Genuss. , Friesland Campina Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46859-landliebe-landliebe-griess-pudding-traditionell/,https://bilder.kolonial.no/local_products/16538990-c010-448d-8bcf-88241a218051.jpg?auto=format&fit=max&w=1000&s=ea9a198ed45a7ba395df81be9098bde9,0.20 g,3.80 g,11 g,11 g,6 g,6 g,578 kJ / 138 kcal,"Friesland Campina Germany GmbH, Wimpfener Str. 125, 74078 Heilbronn, Deutschland",,"73% VOLLMILCH, 11% SAHNE, 8% HARTWEIZENGRIEß, Zucker. ",150 Gramm,täglich,6 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
571,Ehrmann Grand Dessert Typ Panna Cotta,"0,99€","Der Dessert-Klassiker aus Italien jetzt auch im Grand Dessert Sortiment. Verführerische Dessertcrème Typ Panna Cotta gekrönt mit einem Häubchen leckerer Erdbeersahne. , Ehrmann GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50603-ehrmann-ehrmann-grand-dessert-typ-panna-cotta/,https://bilder.kolonial.no/local_products/f0d9da1e-b79b-4d9e-89a0-029b88bdfcc1.jpg?auto=format&fit=max&w=941&s=457475a7f725b23420de593ee91b2e35,0.20 g,2.50 g,12 g,12 g,4.30 g,4.30 g,457 kJ / 109 kcal,"Ehrmann GmbH, A.-Ehrmann-Straße 2, 87770 Oberschönegg, Deutschland",,"Entrahmte MILCH, SAHNE 20%, MOLKENERZEUGNIS, Zucker, modifizierte Stärke, Glukose-Fruktose-Sirup, Erdbeeren 1,1%, Verdickungsmittel (Carrageen, Guarkernmehl), Speisegelatine (Rind), Emulgator (E472b), Aroma, extrahierte Vanilleschoten, Salz, Farbstoff (E120). Sahnetopping mit Stickstoff aufgeschlagen. ",190 Gramm,täglich,4 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,,,,,,,,,,,,,,,,,,,
572,Minus L Joghurt griechische Art 9%,"1,79€","MinusL Joghurt griechische Art 400g , OBM OMIRA Bodenseemilch GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42573-minus-l-minus-l-joghurt-griechische-art-9/,https://bilder.kolonial.no/local_products/c9fdd7ac-7c9a-480c-8173-ec87c2b9c57e.jpg?auto=format&fit=max&w=877&s=f469c4ccf452c784fe63d46d89c9e038,0.12 g,3.60 g,4.70 g,4.70 g,5.90 g,9 g,433 kJ / 104 kcal,"OBM OMIRA Bodenseemilch GmbH, Jahnstraße 10, 88214 Ravensburg, Deutschland",Deutschland,JOGHURT Laktase ,400 Gramm,täglich,6 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,0 g,,,,,,,,,,,,,,,,,,,,
573,Frischeria Milchreis m.Kirschen in Sauce,"2,75€","Heiß & kalt genießen. Servieren Sie den Milchreis mit Kirschen als Dessert oder als Hauptgericht. , Buss Fertiggerichte GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46996-frischeria-frischeria-milchreis-m-kirschen-in-sauc/,https://bilder.kolonial.no/local_products/a8bdfc1f-5309-47c4-9ca5-8270d995f106.jpg?auto=format&fit=max&w=754&s=91085cf94be1731896a7436a1a9aac71,0.05 g,1.50 g,12.50 g,20.70 g,2.70 g,3.70 g,517 kJ / 124 kcal,"Buss Fertiggerichte GmbH, Am Damm 26, 28870 Ottersberg, Deutschland",,"Wasser, 17% Sauerkirschen, Reis, VOLLMILCH, SAHNE, Zucker, modifizierte Stärke, Kirschsaft aus Kirschsaftkonzentrat, Aroma, Säuerungsmittel Citronensäure, gemahlene Vanilleschoten, WEIZENMEHL. Unter Schutzatmosphäre verpackt. ",400 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,,,,,,,,,,,,,,,,,,,,,,
574,Oetker Paula Minis Vanille mit Schoko,"2,29€","PAULA minis - bei der Sorte Vanillegeschmack verbindet sich leckerer Vanillegeschmack-Pudding mit coolen ""Kuhflecken"" aus Schoko-Pudding. Ein echtes Highlight für alle großen und kleinen Schleckermäuler.Wie alle PAULA Puddinge punktet diese Sorte mit einem Nutri-Score B. Außerdem ist sie frei von Konservierungsstoffen laut Gesetz. Die vollmundige Rezeptur enthält mehr als 80% Vollmilch und verwendet ausschließlich Rainforest Alliance-zertifizierten Kakao.

Proteinquelle , Dr. Oetker Germany - Chilled hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42399-dr-oetker-oetker-paula-minis-vanille-mit-schoko-8/,https://bilder.kolonial.no/local_products/f4db6d5e-bc4b-4529-936f-4602887d0d65.jpg?auto=format&fit=max&w=1000&s=0515d44fec9e87f5f7ebb0c96e5ebadd,0.10 g,3.20 g,11 g,11 g,3.80 g,3.80 g,444 kJ / 106 kcal,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",,"85% VOLLMILCH, Zucker, 3,7% entrahmte MILCH, modifizierte Stärke (Tapioka), 0,6% fettarmer Kakao, MILCHEIWEISSERZEUGNIS, Aroma, Verdickungsmittel (Carrageen), Farbstoff (Carotin), Stabilisator (Natriumcarbonate), Rainforest Alliance-zertifizierter Kakao. Mehr dazu unter ra. org. ",400 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,
575,Oetker Grießpudding natur,"2,49€","Unser Dr. Oetker Löffelglück Grieß Pudding Natur ist ein beliebter Dessert-Klassiker aus Vollmilch und feinem Weizengrieß. Seine cremige Konsistenz und sein leckerer Geschmack machen ihn zum Lieblingsdessert, welches perfekt zu Früchten, Fruchtgrützen und Soßen kombiniert oder einfach pur genossen werden kann. Er ist ein Muss für alle, die sich oder ihren Liebsten einen Moment voll Genuss und ein Gefühl von Zuhause und Geborgenheit schenken möchten. Der Dr. Oetker Löffelglück Grieß Pudding Natur im 500g Becher aus dem Kühlregal ist ideal für den großen Genussmoment und zum Teilen. Es gibt ihn auch im praktischen 200g Becher für zwischendurch oder als Nachtisch. , Dr. Oetker Germany - Chilled hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47267-dr-oetker-oetker-griesspudding-natur/,https://bilder.kolonial.no/local_products/b7ba6006-c059-4b29-89b7-b9b6cddcf66d.jpg?auto=format&fit=max&w=752&s=7d8b152233629bd996efa371a401ec6a,0.16 g,3.70 g,12 g,12 g,4.80 g,4.80 g,516 kJ / 123 kcal,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",,"VOLLMILCH, Zucker, 5,3% HARTWEIZENGRIESS, modifizierte Stärke (Mais), MAGERMILCHPULVER, Maisstärke, Verdickungsmittel (Xanthan), Salz, Aroma (enthält MILCH), Farbstoff (Carotin). ",500 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
576,Oetker Sahne-Pudding Vanille,"2,49€","Unser Dr. Oetker Löffelglück Sahne Pudding Bourbon-Vanille ist ein beliebter Klassiker aus vollmundiger Sahne und echter Bourbon-Vanille. Seine sahnig-cremige Konsistenz und sein natürlicher Geschmack echter Bourbon-Vanille machen ihn zum Lieblingsdessert, welches perfekt zu Früchten und Soßen kombiniert oder einfach pur genossen werden kann. Mit dem Löffelglück Sahne Pudding Bourbon-Vanille schenkst du dir oder deinen Liebsten einen Moment voll Genuss und ein Gefühl von Zuhause und Geborgenheit. Der Dr. Oetker Löffelglück Sahne Pudding Bourbon-Vanille im 500g Becher aus dem Kühlregal ist ideal für den großen Genussmoment und zum Teilen. Es gibt ihn auch im praktischen 200g Becher für zwischendurch oder als Nachtisch. , Dr. Oetker Germany - Chilled hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42476-dr-oetker-oetker-sahne-pudding-vanille/,https://bilder.kolonial.no/local_products/7f0c141d-6ede-4e6b-8016-6f7b5b19df5c.jpg?auto=format&fit=max&w=752&s=c4b2a61547ebdefce347c0bd93125148,0.20 g,3 g,13 g,13 g,8.80 g,8.80 g,639 kJ / 153 kcal,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",,"87% SAHNE, Zucker, modifizierte Stärke (Mais, Tapioka), MAGERMILCHPULVER, Maisstärke, Verdickungsmittel (Carrageen), natürliches Bourbon-Vanille Aroma (enthält MILCH), Salz, Farbstoff (Carotin), gemahlene Bourbon-Vanilleschoten, Stabilisator (Natriumcarbonate). ",500 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
577,Oetker Paula Schokopudding m.Vanille,"2,29€","Leckerer Schokoladen-Pudding mit coolen ""Kuhflecken"" aus Vanillegeschmack-Pudding: Ein echtes Highlight für große und kleine Puddingfans! Perfekt als Dessert und für zwischendurch.Wie alle PAULA Puddinge punktet diese Sorte mit einem Nutri-Score B. Außerdem ist sie frei von Konservierungsstoffen laut Gesetz. Die vollmundige Rezeptur enthält mehr als 80% Vollmilch und verwendet ausschließlich Rainforest Alliance-zertifizierten Kakao.PAULA Schokoladen-Pudding mit Vanillegeschmack-Flecken gibt es im praktischen 4er-Pack mit 4 Bechern à 125 g Inhalt.

Proteinquelle , Dr. Oetker Germany - Chilled hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42497-dr-oetker-oetker-paula-schokopudding-m-vanille/,https://bilder.kolonial.no/local_products/a21a51ac-1b14-4193-bef4-c6368c3a901d.jpg?auto=format&fit=max&w=1000&s=d2c3cb6653e45e33f2a646d0c36f90f8,0.12 g,3.30 g,12 g,12 g,3.80 g,3.80 g,454 kJ / 109 kcal,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",,"82% VOLLMILCH, Zucker, 5,6% entrahmte MILCH, modifizierte Stärke (Tapioka), 1,4% fettarmer Kakao, MILCHEIWEISSERZEUGNIS, Verdickungsmittel (Carrageen), Aroma, Farbstoff (Carotin), Stabilisator (Natriumcarbonate), Rainforest Alliance-zertifizierter Kakao. Mehr dazu unter ra. org. ",125 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
578,Andros So Good so Veggie natur,"1,99€","Entdecken Sie die Weichheit und einzigartige Cremigkeit der Andros So Good So Veggie Naturjoghurt-Alternative mit Kokosmilch für Ihren täglichen Genuss. Dieses köstliche vegane Dessert wurde für alle Feinschmecker entwickelt. Auch für diejenigen, die sich laktosefrei ernähren. Es ist eine Joghurt-Alternative ohne Kuhmilch und Soja, von Natur aus süß, dank der guten Kokosmilch. Ein köstlicher, ungesüßter Morgen- oder Mittagssnack, der ebenfalls fürs Kochen eine perfekte pflanzliche Alternative ist. Ohne Konservierungsstoffe. , ODW Frischprodukte GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42775-andros-so-good-so-veggie-andros-so-good-so-veggie/,https://bilder.kolonial.no/local_products/a829725f-cb4a-4156-8d76-e92a49ebb49d.jpg?auto=format&fit=max&w=785&s=8f23c9ea5039803a67446b3b801bae15,0.09 g,0.50 g,0.60 g,0.60 g,4.80 g,4.80 g,315 kJ / 75 kcal,"ODW Frischprodukte GmbH, Bahnhofstraße 31, 64747 Breuberg, Deutschland",,"Fettreduzierte Kokosnussmilch (92%)(Wasser, Kokosnussextrakt), modifizierte Stärke, Erbsenprotein, Calciumphosphate, Meersalz, Säuerungskulturen. Kann Spuren von SOJA, SCHALENFRÜCHTEN und GLUTEN enthalten. ",350 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,
579,Zott Monte Milch-Mahlzeit Schoko 6x55g,"2,25€","Das Produkt wird aus pasteurisierter Milch hergestellt., Zweischicht-Milchdessert mit Schoko und Haselnüssen, überlagert von einer 
Milchcreme. , Zott SE & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42663-zott-zott-monte-milch-mahlzeit-schoko-6x55g/,https://bilder.kolonial.no/local_products/b13f5e58-d044-4840-8d34-e546f0a682e6.jpg?auto=format&fit=max&w=1000&s=7866b62e78cc5dd32c08fade98138b0a,0.10 g,2.60 g,13.60 g,15.50 g,8.10 g,12.20 g,762 kJ / 183 kcal,"Zott SE & Co. KG, Dr.-Steichele-Str. 2-4, 86690 Mertingen, Deutschland",,"VOLMILCH (52%), SAHNE, Zucker, modifizierte Stärke, fettarmes Kakaopulver (0,7%), HASELNUSSMARK (0,5%), Schokoladenpulver 
(0,5%), Stärke, Verdickungsmittel: Carrageen, Johannisbrotkernmehl, Guarkernmehl; Calciumcitrate, Aroma. ",330 Gramm,täglich,,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
580,Müll.Joghurt mit der Ecke Schoko-Balls Vanille,"0,79€","Bälle mit Biss: Müller Joghurt mit der Ecke Schoko Balls bringt Deinen Spieltrieb ins Rollen! Knack die schokolierten Bällchen pur oder tauch sie in den Joghurt mit Vanille-Geschmack! , Molkerei Alois Müller GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43174-muller-mull-joghurt-mit-der-ecke-schoko-balls-vani/,https://bilder.kolonial.no/local_products/a959a465-648a-476d-bb9d-0724b1a631ca.jpg?auto=format&fit=max&w=1000&s=b01623228a0c79b2c7c6494035507c58,0.15 g,3.90 g,16.80 g,16.80 g,4.80 g,4.80 g,582 kJ / 139 kcal,"Molkerei Alois Müller GmbH & Co. KG, Zollerstraße 7, 86850 Fischach-Aretsried, Deutschland",,"Joghurt aus pasteurisierter MILCH, schokolierte Getreidekugeln (Zucker, VOLLMILCHPULVER, Kakaobutter, Reismehl, Kakaomasse, WEIZENVOLLKORNMEHL, MILCHEIWEIß, LAKTOSE, Emulgator Lecithine (enthält SOJA), GERSTENMALZ, GERSTENMEHL, Speisesalz, Aroma, Glukosesirup, Überzugsmittel Gummi arabicum), Wasser, Zucker, modifizierte Stärke, Verdickungsmittel Pektine, Säureregulator Natriumcitrate, Säuerungsmittel Citronensäure, färbendes Pflanzenkonzentrat (Karotte), extrahierte gemahlene Vanilleschoten, Aroma. KANN SPUREN VON ANDEREM GLUTENHALTIGEN GETREIDE, ERDNÜSSEN, EI, LUPINEN, SENF, SESAM UND NÜSSEN/SCHALENFRÜCHTEN ENTHALTEN. ",150 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,"Gluten, Eier, Erdnüsse, Nüssen, Senf, Sesamsamen, Lupine.",,,,,,,,,,,,,,,,,,
581,"Jeden Tag Joghurt 3,5% 4x150g","1,15€","Milder Naturjoghurt mit 3,5% Fett. , Fude + Serrahn Milchprodukte GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43255-jeden-tag-jeden-tag-joghurt-35-4x150g/,https://bilder.kolonial.no/local_products/406ead05-4f0d-4609-af6b-112663c88302.jpg?auto=format&fit=max&w=1000&s=97a46936bdbeb4668bfb540989067129,0.15 g,3.90 g,4.60 g,4.60 g,3.50 g,3.50 g,282 kJ / 67 kcal,"Fude + Serrahn Milchprodukte GmbH & Co. KG, Rauchstraße 55, 13587 Berlin, Deutschland",,JOGHURT mild. ,600 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte","Joghurt, Desserts & Alternativen",oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
